0 0 0.1875 347 15 []
0 1 0.375 347 2 [0]
1 0 0.4375 682 4 []
1 1 0.9375 682 2 [0]
1 2 0.125 682 8 [0]
1 3 0.5625 682 15 [0]
1 4 0.5625 682 5 [1]
1 5 0.625 682 18 [0, 1, 3]
2 0 0.4375 351 6 []
2 1 0.375 351 5 [0]
2 2 0.6875 351 4 [0]
2 3 0.75 351 3 [0]
2 4 0.5625 351 18 [2]
2 5 0.75 351 3 [2, 3]
2 6 0.0625 351 3 [0, 2, 3, 4]
2 7 0.75 351 5 [0, 2, 3]
2 8 0.875 351 10 [4, 6]
3 0 0.5625 231 12 []
3 1 0.0625 231 17 [0]
3 2 0.9375 231 18 [0]
3 3 0.6875 231 6 [0]
3 4 0.8125 231 10 [2]
3 5 0.375 231 11 [0, 2, 3]
3 6 0.625 231 6 [1]
4 0 0.625 663 12 []
4 1 0.625 663 17 [0]
4 2 0.5 663 11 [0]
5 0 0.125 333 9 []
5 1 0.1875 333 11 [0]
5 2 0.5625 333 12 [0]
5 3 0.875 333 4 [0, 1]
5 4 0.125 333 9 [0, 1]
5 5 0.9375 333 15 [1]
6 0 0.5625 726 16 []
6 1 0.4375 726 18 [0]
6 2 0.5 726 1 [0]
6 3 0.9375 726 14 [0, 1]
6 4 0.9375 726 10 [0, 2]
6 5 0.75 726 14 [3]
6 6 0.5 726 15 [0, 4]
7 0 0.3125 237 5 []
7 1 0.6875 237 7 [0]
7 2 0.3125 237 2 [0]
7 3 0.6875 237 13 [0]
7 4 0.4375 237 5 [2]
7 5 0.25 237 18 [1, 2, 3]
7 6 0.1875 237 11 [1, 4]
8 0 0.75 618 12 []
9 0 0.0625 639 7 []
9 1 0.5 639 16 [0]
10 0 0.8125 34 13 []
10 1 0.4375 34 8 [0]
10 2 0.5625 34 8 [0]
10 3 0.5625 34 2 [1]
10 4 0.6875 34 7 [0, 1]
10 5 0.25 34 13 [0, 2]
10 6 0.25 34 14 [0, 3]
10 7 0.1875 34 10 [2, 3, 4]
11 0 0.1875 697 18 []
11 1 0.875 697 15 [0]
11 2 0.4375 697 2 [0]
11 3 0.75 697 17 [0, 1]
11 4 0.6875 697 6 [0, 1]
11 5 0.875 697 3 [0, 1, 2, 3]
12 0 0.8125 794 8 []
12 1 0.375 794 18 [0]
12 2 0.8125 794 1 [0]
12 3 0.8125 794 19 [0, 1]
12 4 0.125 794 6 [2]
12 5 0.625 794 11 [0, 1, 2]
12 6 0.3125 794 18 [0, 1, 2, 3]
13 0 0.75 826 4 []
13 1 0.6875 826 4 [0]
13 2 0.625 826 19 [0]
13 3 0.5 826 5 [0, 1]
13 4 0.6875 826 16 [0]
13 5 0.9375 826 15 [0, 1, 2, 3]
13 6 0.5625 826 5 [0, 4]
13 7 0.8125 826 8 [0, 2, 5]
13 8 0.5 826 4 [2, 5, 6]
14 0 0.875 976 12 []
14 1 0.5625 976 7 [0]
14 2 0.9375 976 15 [0]
14 3 0.3125 976 6 [0, 1]
14 4 0.5625 976 2 [2]
14 5 0.875 976 5 [0, 2, 3]
14 6 0.875 976 15 [0, 1, 2, 3]
14 7 0.5625 976 19 [0, 2, 4, 5]
15 0 0.625 657 6 []
15 1 0.5625 657 4 [0]
15 2 0.125 657 11 [0]
15 3 0.5 657 13 [0]
15 4 0.0625 657 19 [2]
15 5 0.375 657 9 [0, 1, 2]
15 6 0.8125 657 9 [0, 1, 2, 3, 4]
15 7 0.625 657 12 [0, 4]
15 8 0.75 657 11 [0, 2, 3, 4, 5]
16 0 0.25 986 18 []
16 1 0.8125 986 12 [0]
17 0 0.0625 419 13 []
17 1 0.0625 419 10 [0]
17 2 0.9375 419 1 [0]
17 3 0.4375 419 6 [1]
17 4 0.25 419 18 [0]
17 5 0.4375 419 13 [2]
17 6 0.4375 419 4 [0, 2, 4]
17 7 0.5 419 3 [0, 1, 4, 5]
18 0 0.875 430 4 []
18 1 0.75 430 16 [0]
18 2 0.875 430 10 [0]
18 3 0.9375 430 14 [0]
18 4 0.875 430 14 [1]
18 5 0.4375 430 8 [1, 2, 3]
18 6 0.5625 430 12 [0, 1]
18 7 0.8125 430 2 [3, 4, 5]
19 0 0.25 669 13 []
19 1 0.4375 669 5 [0]
19 2 0.5 669 19 [0]
20 0 0.125 824 14 []
20 1 0.9375 824 8 [0]
20 2 0.8125 824 8 [0]
21 0 0.125 254 12 []
21 1 0.8125 254 13 [0]
21 2 0.5 254 12 [0]
21 3 0.0625 254 3 [0]
21 4 0.6875 254 19 [1, 2]
21 5 0.125 254 12 [0, 3]
21 6 0.125 254 17 [0, 1, 2, 3, 4]
21 7 0.375 254 10 [2, 4]
22 0 0.25 451 18 []
23 0 0.8125 239 17 []
23 1 0.0625 239 10 [0]
23 2 0.0625 239 10 [0]
23 3 0.625 239 1 [1]
23 4 0.9375 239 1 [0, 1]
23 5 0.3125 239 7 [0, 3]
24 0 0.5 361 1 []
24 1 0.5 361 3 [0]
24 2 0.3125 361 16 [0]
24 3 0.9375 361 4 [1]
24 4 0.1875 361 7 [2]
24 5 0.75 361 19 [0, 1, 3]
24 6 0.4375 361 16 [1, 4]
24 7 0.75 361 15 [0, 2, 4, 5]
25 0 0.4375 651 8 []
25 1 0.3125 651 9 [0]
25 2 0.25 651 7 [0]
25 3 0.0625 651 2 [1]
25 4 0.6875 651 11 [0, 2]
26 0 0.8125 25 1 []
27 0 0.8125 686 17 []
27 1 0.9375 686 6 [0]
27 2 0.375 686 1 [0]
27 3 0.625 686 15 [0]
27 4 0.375 686 9 [0, 1]
28 0 0.8125 384 19 []
28 1 0.125 384 10 [0]
28 2 0.625 384 18 [0]
28 3 0.5 384 9 [1]
28 4 0.0625 384 8 [0, 1]
29 0 0.75 341 15 []
29 1 0.3125 341 4 [0]
29 2 0.0625 341 11 [0]
29 3 0.3125 341 14 [0]
29 4 0.75 341 18 [1]
29 5 0.8125 341 16 [0, 2]
29 6 0.25 341 3 [0, 2, 3]
30 0 0.3125 122 15 []
30 1 0.25 122 17 [0]
30 2 0.5625 122 10 [0]
30 3 0.5625 122 6 [1]
31 0 0.5625 881 9 []
31 1 0.875 881 15 [0]
31 2 0.875 881 7 [0]
32 0 0.5 352 10 []
33 0 0.0625 510 7 []
33 1 0.875 510 17 [0]
33 2 0.6875 510 7 [0]
33 3 0.0625 510 8 [1]
33 4 0.75 510 9 [1]
33 5 0.9375 510 9 [0, 1, 2, 3]
33 6 0.6875 510 15 [0, 2, 3, 4]
33 7 0.8125 510 11 [0, 4, 5]
33 8 0.8125 510 18 [0, 1, 3]
34 0 0.875 93 8 []
34 1 0.375 93 8 [0]
34 2 0.3125 93 7 [0]
34 3 0.875 93 2 [1]
34 4 0.5 93 1 [2]
34 5 0.5 93 17 [0, 2]
34 6 0.25 93 15 [0, 1, 2, 3]
34 7 0.3125 93 4 [1, 2, 3, 5]
35 0 0.6875 605 2 []
35 1 0.4375 605 17 [0]
35 2 0.0625 605 11 [0]
35 3 0.5625 605 2 [1]
35 4 0.1875 605 12 [2]
35 5 0.3125 605 5 [2]
35 6 0.5625 605 15 [0, 2, 4]
35 7 0.1875 605 17 [2]
35 8 0.6875 605 10 [0, 5]
36 0 0.4375 176 15 []
36 1 0.875 176 2 [0]
36 2 0.0625 176 13 [0]
36 3 0.375 176 1 [0]
36 4 0.375 176 3 [0]
36 5 0.6875 176 5 [0]
36 6 0.8125 176 18 [1]
37 0 0.3125 653 18 []
37 1 0.875 653 14 [0]
37 2 0.75 653 19 [0]
38 0 0.5625 692 13 []
38 1 0.875 692 11 [0]
38 2 0.375 692 13 [0]
38 3 0.9375 692 7 [0]
38 4 0.8125 692 18 [0]
39 0 0.9375 229 9 []
39 1 0.75 229 10 [0]
40 0 0.875 671 18 []
40 1 0.3125 671 2 [0]
40 2 0.3125 671 8 [0]
40 3 0.6875 671 1 [0]
40 4 0.375 671 4 [1]
40 5 0.5625 671 6 [3]
40 6 0.375 671 10 [0, 1, 2, 3]
40 7 0.125 671 14 [0, 1, 2, 3, 4, 5]
40 8 0.4375 671 10 [0, 4, 5, 6]
41 0 0.75 684 19 []
41 1 0.75 684 19 [0]
41 2 0.8125 684 1 [0]
41 3 0.25 684 3 [0, 1]
41 4 0.9375 684 19 [1, 2]
42 0 0.375 408 4 []
42 1 0.6875 408 7 [0]
42 2 0.1875 408 8 [0]
42 3 0.5625 408 15 [0]
42 4 0.875 408 10 [1, 2]
42 5 0.9375 408 12 [0, 3]
42 6 0.375 408 18 [1, 3, 4]
42 7 0.625 408 9 [0, 1, 5]
42 8 0.375 408 14 [3]
43 0 0.625 377 7 []
43 1 0.625 377 1 [0]
43 2 0.875 377 14 [0]
43 3 0.4375 377 8 [0]
44 0 0.125 27 2 []
44 1 0.9375 27 4 [0]
44 2 0.25 27 16 [0]
45 0 0.8125 505 8 []
46 0 0.625 639 18 []
46 1 0.6875 639 11 [0]
46 2 0.75 639 6 [0]
46 3 0.5625 639 16 [1]
46 4 0.5625 639 8 [2]
